Date,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,ColE,ColF,ColG,ColH,ColI
3/07/1951,3,0,-3,3,0,-3,0,-3
3/08/1951,0,-1,-2,0,-1,-2,-1,-2
3/09/1951,1,-1,-2,1,-1,-2,-1,-2
3/10/1951,3,0,-3,3,0,-3,0,-3
3/11/1951,6,2,-2,6,2,-2,2,-2
3/12/1951,7,4,2,7,4,2,4,2
3/13/1951,8,6,3,8,6,3,6,3
3/14/1951,9,7,4,9,7,4,7,4
3/15/1951,9,6,2,9,6,2,6,2
3/16/1951,8,4,0,8,4,0,4,0
3/17/1951,8,3,-2,8,3,-2,3,-2
3/18/1951,12,6,0,12,6,0,6,0
3/19/1951,17,10,3,17,10,3,10,3
3/20/1951,13,9,6,13,9,6,9,6
3/21/1951,7,5,3,7,5,3,5,3
3/22/1951,8,5,2,8,5,2,5,2
3/23/1951,10,6,1,10,6,1,6,1
3/24/1951,14,7,1,14,7,1,7,1
3/25/1951,9,8,6,9,8,6,8,6
3/26/1951,10,7,4,10,7,4,7,4
3/27/1951,11,6,1,11,6,1,6,1
3/28/1951,14,8,3,14,8,3,8,3
3/29/1951,11,8,6,11,8,6,8,6
3/30/1951,8,5,2,8,5,2,5,2
3/31/1951,12,6,1,12,6,1,6,1
4/01/1951,16,9,1,16,9,1,9,1
4/02/1951,18,10,3,18,10,3,10,3
4/03/1951,19,11,3,19,11,3,11,3
4/04/1951,13,9,6,13,9,6,9,6
4/05/1951,13,7,2,13,7,2,7,2
4/06/1951,17,9,2,17,9,2,9,2
4/07/1951,11,8,4,11,8,4,8,4
4/08/1951,11,7,2,11,7,2,7,2
4/09/1951,13,8,4,13,8,4,8,4
4/10/1951,17,11,4,17,11,4,11,4
4/11/1951,23,15,7,23,15,7,15,7
4/12/1951,25,16,6,25,16,6,16,6
4/13/1951,9,8,6,9,8,6,8,6
4/14/1951,19,11,2,19,11,2,11,2
4/15/1951,22,14,6,22,14,6,14,6
4/16/1951,22,12,3,22,12,3,12,3
4/17/1951,13,9,6,13,9,6,9,6
4/18/1951,12,10,7,12,10,7,10,7
4/19/1951,11,7,3,11,7,3,7,3
4/20/1951,13,8,3,13,8,3,8,3
4/21/1951,16,7,-2,16,7,-2,7,-2
4/22/1951,16,11,5,16,11,5,11,5
4/23/1951,18,11,4,18,11,4,11,4
4/24/1951,20,11,1,20,11,1,11,1
4/25/1951,18,11,4,18,11,4,11,4
4/26/1951,18,12,7,18,12,7,12,7
4/27/1951,10,8,7,10,8,7,8,7
4/28/1951,14,10,4,14,10,4,10,4
4/29/1951,12,7,3,12,7,3,7,3
4/30/1951,13,8,4,13,8,4,8,4
5/01/1951,15,8,1,15,8,1,8,1
5/02/1951,18,10,3,18,10,3,10,3
5/03/1951,22,14,8,22,14,8,14,8
5/04/1951,15,12,10,15,12,10,12,10
5/05/1951,20,13,6,20,13,6,13,6
5/06/1951,14,12,9,14,12,9,12,9
5/07/1951,12,10,9,12,10,9,10,9
5/08/1951,17,13,9,17,13,9,13,9
5/09/1951,22,14,7,22,14,7,14,7
5/10/1951,19,14,11,19,14,11,14,11
5/11/1951,14,11,9,14,11,9,11,9
5/12/1951,16,10,5,16,10,5,10,5
5/13/1951,17,12,6,17,12,6,12,6
5/14/1951,16,12,8,16,12,8,12,8
5/15/1951,20,13,6,20,13,6,13,6
5/16/1951,23,16,8,23,16,8,16,8
5/17/1951,17,13,9,17,13,9,13,9
5/18/1951,16,11,7,16,11,7,11,7
5/19/1951,18,12,7,18,12,7,12,7
5/20/1951,20,14,8,20,14,8,14,8
5/21/1951,25,16,7,25,16,7,16,7
5/22/1951,27,19,11,27,19,11,19,11
5/23/1951,17,14,11,17,14,11,14,11
5/24/1951,13,11,10,13,11,10,11,10
5/25/1951,16,12,8,16,12,8,12,8
5/26/1951,18,12,7,18,12,7,12,7
5/27/1951,16,11,7,16,11,7,11,7
5/28/1951,14,10,6,14,10,6,10,6
5/29/1951,14,8,3,14,8,3,8,3
5/30/1951,19,11,3,19,11,3,11,3
5/31/1951,21,13,5,21,13,5,13,5
6/01/1951,22,13,6,22,13,6,13,6
6/02/1951,23,14,5,23,14,5,14,5
6/03/1951,17,13,9,17,13,9,13,9
6/04/1951,13,11,9,13,11,9,11,9
6/05/1951,17,13,10,17,13,10,13,10
6/06/1951,16,13,10,16,13,10,13,10
6/07/1951,16,13,10,16,13,10,13,10
6/08/1951,18,13,8,18,13,8,13,8
6/09/1951,23,16,8,23,16,8,16,8
6/10/1951,21,14,9,21,14,9,14,9
6/11/1951,17,14,11,17,14,11,14,11
6/12/1951,22,17,12,22,17,12,17,12
6/13/1951,21,17,14,21,17,14,17,14
6/14/1951,25,19,14,25,19,14,19,14
6/15/1951,23,17,11,23,17,11,17,11
6/16/1951,23,16,8,23,16,8,16,8
6/17/1951,22,16,9,22,16,9,16,9
6/18/1951,22,16,9,22,16,9,16,9
6/19/1951,21,14,7,21,14,7,14,7
6/20/1951,26,18,10,26,18,10,18,10
6/21/1951,28,18,8,28,18,8,18,8
6/22/1951,24,17,9,24,17,9,17,9
6/23/1951,21,16,11,21,16,11,16,11
6/24/1951,23,17,11,23,17,11,17,11
6/25/1951,28,19,10,28,19,10,19,10
6/26/1951,23,17,11,23,17,11,17,11
6/27/1951,27,19,10,27,19,10,19,10
6/28/1951,30,21,12,30,21,12,21,12
6/29/1951,33,24,15,33,24,15,24,15
6/30/1951,32,22,12,32,22,12,22,12
7/01/1951,23,18,12,23,18,12,18,12
7/02/1951,26,19,12,26,19,12,19,12
7/03/1951,19,16,12,19,16,12,16,12
7/04/1951,18,14,12,18,14,12,14,12
7/05/1951,18,13,9,18,13,9,13,9
7/06/1951,20,16,11,20,16,11,16,11
7/07/1951,23,16,9,23,16,9,16,9
7/08/1951,22,17,13,22,17,13,17,13
7/09/1951,22,17,12,22,17,12,17,12
7/10/1951,28,20,12,28,20,12,20,12
7/11/1951,34,25,16,34,25,16,25,16
7/12/1951,35,26,16,35,26,16,26,16
7/13/1951,22,18,13,22,18,13,18,13
7/14/1951,26,19,13,26,19,13,19,13
7/15/1951,27,20,13,27,20,13,20,13
7/16/1951,28,20,13,28,20,13,20,13
7/17/1951,24,18,13,24,18,13,18,13
7/18/1951,24,19,14,24,19,14,19,14
7/19/1951,22,17,11,22,17,11,17,11
7/20/1951,23,17,12,23,17,12,17,12
7/21/1951,25,17,9,25,17,9,17,9
7/22/1951,28,19,11,28,19,11,19,11
7/23/1951,26,18,11,26,18,11,18,11
7/24/1951,22,17,12,22,17,12,17,12
7/25/1951,18,16,13,18,16,13,16,13
7/26/1951,22,18,13,22,18,13,18,13
7/27/1951,26,17,9,26,17,9,17,9
7/28/1951,22,17,12,22,17,12,17,12
7/29/1951,23,17,11,23,17,11,17,11
7/30/1951,26,18,9,26,18,9,18,9
7/31/1951,26,17,9,26,17,9,17,9
8/01/1951,25,18,12,25,18,12,18,12
8/02/1951,23,17,11,23,17,11,17,11
8/03/1951,21,17,12,21,17,12,17,12
8/04/1951,23,17,12,23,17,12,17,12
8/05/1951,23,17,11,23,17,11,17,11
8/06/1951,25,18,11,25,18,11,18,11
8/07/1951,26,18,10,26,18,10,18,10
8/08/1951,22,17,12,22,17,12,17,12
8/09/1951,19,16,13,19,16,13,16,13
8/10/1951,17,15,13,17,15,13,15,13
8/11/1951,19,16,12,19,16,12,16,12
8/12/1951,22,17,13,22,17,13,17,13
8/13/1951,23,17,12,23,17,12,17,12
8/14/1951,26,17,9,26,17,9,17,9
8/15/1951,26,18,11,26,18,11,18,11
8/16/1951,25,19,13,25,19,13,19,13
8/17/1951,24,16,8,24,16,8,16,8
8/18/1951,26,17,9,26,17,9,17,9
8/19/1951,27,18,9,27,18,9,18,9
8/20/1951,28,20,13,28,20,13,20,13
8/21/1951,29,20,11,29,20,11,20,11
8/22/1951,23,18,12,23,18,12,18,12
8/23/1951,21,15,9,21,15,9,15,9
8/24/1951,24,16,8,24,16,8,16,8
8/25/1951,21,14,8,21,14,8,14,8
8/26/1951,21,14,8,21,14,8,14,8
8/27/1951,17,13,9,17,13,9,13,9
8/28/1951,14,11,9,14,11,9,11,9
8/29/1951,19,13,7,19,13,7,13,7
8/30/1951,17,14,11,17,14,11,14,11
8/31/1951,21,15,9,21,15,9,15,9
9/01/1951,18,13,9,18,13,9,13,9
9/02/1951,20,14,9,20,14,9,14,9
9/03/1951,26,18,10,26,18,10,18,10
9/04/1951,28,20,13,28,20,13,20,13
9/05/1951,24,17,11,24,17,11,17,11
9/06/1951,19,14,10,19,14,10,14,10
9/07/1951,18,15,12,18,15,12,15,12
9/08/1951,19,16,13,19,16,13,16,13
9/09/1951,22,15,8,22,15,8,15,8
9/10/1951,18,14,11,18,14,11,14,11
9/11/1951,19,14,9,19,14,9,14,9
9/12/1951,21,14,9,21,14,9,14,9
9/13/1951,24,17,10,24,17,10,17,10
9/14/1951,31,22,14,31,22,14,22,14
9/15/1951,30,20,10,30,20,10,20,10
9/16/1951,26,18,11,26,18,11,18,11
9/17/1951,23,17,11,23,17,11,17,11
9/18/1951,18,13,9,18,13,9,13,9
9/19/1951,20,14,8,20,14,8,14,8
9/20/1951,23,16,9,23,16,9,16,9
9/21/1951,23,14,7,23,14,7,14,7
9/22/1951,21,13,7,21,13,7,13,7
9/23/1951,16,12,8,16,12,8,12,8
9/24/1951,13,12,11,13,12,11,12,11
9/25/1951,14,11,8,14,11,8,11,8
9/26/1951,15,9,4,15,9,4,9,4
9/27/1951,14,11,9,14,11,9,11,9
9/28/1951,17,14,11,17,14,11,14,11
9/29/1951,17,14,13,17,14,13,14,13
9/30/1951,17,14,13,17,14,13,14,13
10/01/1951,19,16,12,19,16,12,16,12
10/02/1951,16,14,12,16,14,12,14,12
10/03/1951,16,12,9,16,12,9,12,9
10/04/1951,17,11,6,17,11,6,11,6
10/05/1951,14,10,7,14,10,7,10,7
10/06/1951,17,14,12,17,14,12,14,12
10/07/1951,23,17,11,23,17,11,17,11
10/08/1951,26,19,13,26,19,13,19,13
10/09/1951,20,16,11,20,16,11,16,11
10/10/1951,14,12,10,14,12,10,12,10
10/11/1951,17,14,11,17,14,11,14,11
10/12/1951,14,12,11,14,12,11,12,11
10/13/1951,15,12,10,15,12,10,12,10
10/14/1951,14,11,7,14,11,7,11,7
10/15/1951,9,8,6,9,8,6,8,6
10/16/1951,12,8,4,12,8,4,8,4
10/17/1951,8,6,4,8,6,4,6,4
10/18/1951,14,11,7,14,11,7,11,7
10/19/1951,15,13,11,15,13,11,13,11
10/20/1951,13,10,7,13,10,7,10,7
10/21/1951,9,8,6,9,8,6,8,6
10/22/1951,9,7,4,9,7,4,7,4
10/23/1951,11,9,7,11,9,7,9,7
10/24/1951,13,9,6,13,9,6,9,6
10/25/1951,12,8,4,12,8,4,8,4
10/26/1951,12,7,1,12,7,1,7,1
10/27/1951,13,7,2,13,7,2,7,2
10/28/1951,13,8,3,13,8,3,8,3
10/29/1951,9,6,2,9,6,2,6,2
10/30/1951,9,4,0,9,4,0,4,0
10/31/1951,9,6,2,9,6,2,6,2
11/01/1951,11,6,1,11,6,1,6,1
11/02/1951,12,7,1,12,7,1,7,1
11/03/1951,13,9,6,13,9,6,9,6
11/04/1951,12,9,6,12,9,6,9,6
11/05/1951,14,9,4,14,9,4,9,4
11/06/1951,12,9,7,12,9,7,9,7
11/07/1951,13,10,8,13,10,8,10,8
11/08/1951,12,9,6,12,9,6,9,6
11/09/1951,9,8,7,9,8,7,8,7
11/10/1951,12,10,7,12,10,7,10,7
11/11/1951,9,8,7,9,8,7,8,7
11/12/1951,11,8,6,11,8,6,8,6
11/13/1951,8,6,3,8,6,3,6,3
11/14/1951,7,3,1,7,3,1,3,1
11/15/1951,7,4,1,7,4,1,4,1
11/16/1951,9,4,1,9,4,1,4,1
11/17/1951,12,9,6,12,9,6,9,6
11/18/1951,11,9,7,11,9,7,9,7
11/19/1951,11,8,5,11,8,5,8,5
11/20/1951,7,6,4,7,6,4,6,4
11/21/1951,7,4,2,7,4,2,4,2
11/22/1951,6,2,-1,6,2,-1,2,-1
11/23/1951,5,1,-2,5,1,-2,1,-2
11/24/1951,3,0,-2,3,0,-2,0,-2
11/25/1951,11,7,4,11,7,4,7,4
11/26/1951,11,9,6,11,9,6,9,6
11/27/1951,12,9,6,12,9,6,9,6
11/28/1951,8,7,6,8,7,6,7,6
11/29/1951,10,8,5,10,8,5,8,5
11/30/1951,13,9,6,13,9,6,9,6
12/01/1951,9,6,3,9,6,3,6,3
12/02/1951,8,6,3,8,6,3,6,3
12/03/1951,8,7,4,8,7,4,7,4
12/04/1951,8,6,3,8,6,3,6,3
12/05/1951,6,4,2,6,4,2,4,2
12/06/1951,6,2,-1,6,2,-1,2,-1
12/07/1951,3,0,-3,3,0,-3,0,-3
12/08/1951,6,3,-1,6,3,-1,3,-1
12/09/1951,4,1,-1,4,1,-1,1,-1
12/10/1951,8,6,3,8,6,3,6,3
12/11/1951,7,7,6,7,7,6,7,6
12/12/1951,8,4,-1,8,4,-1,4,-1
12/13/1951,6,2,-1,6,2,-1,2,-1
12/14/1951,4,1,-1,4,1,-1,1,-1
12/15/1951,7,4,3,7,4,3,4,3
12/16/1951,7,6,4,7,6,4,6,4
12/17/1951,6,3,2,6,3,2,3,2
12/18/1951,6,3,1,6,3,1,3,1
12/19/1951,1,0,-1,1,0,-1,0,-1
12/20/1951,2,-1,-2,2,-1,-2,-1,-2
12/21/1951,8,4,1,8,4,1,4,1
12/22/1951,7,3,1,7,3,1,3,1
12/23/1951,3,0,-2,3,0,-2,0,-2
12/24/1951,1,-1,-3,1,-1,-3,-1,-3
12/25/1951,4,1,-3,4,1,-3,1,-3
12/26/1951,4,2,0,4,2,0,2,0
12/27/1951,4,2,0,4,2,0,2,0
12/28/1951,5,3,1,5,3,1,3,1
12/29/1951,4,2,0,4,2,0,2,0
12/30/1951,1,-2,-5,1,-2,-5,-2,-5
12/31/1951,-4,-6,-9,-4,-6,-9,-6,-9
1/01/1952,-2,-7,-11,-2,-7,-11,-7,-11
1/02/1952,1,-2,-6,1,-2,-6,-2,-6
1/03/1952,-1,-4,-7,-1,-4,-7,-4,-7
1/04/1952,1,-1,-2,1,-1,-2,-1,-2
1/05/1952,3,1,0,3,1,0,1,0
1/06/1952,1,1,0,1,1,0,1,0
1/07/1952,2,1,1,2,1,1,1,1
1/08/1952,6,3,1,6,3,1,3,1
1/09/1952,6,4,2,6,4,2,4,2
1/10/1952,4,3,2,4,3,2,3,2
1/11/1952,4,2,1,4,2,1,2,1
1/12/1952,4,1,-2,4,1,-2,1,-2
1/13/1952,3,0,-3,3,0,-3,0,-3
1/14/1952,3,1,0,3,1,0,1,0
1/15/1952,6,3,0,6,3,0,3,0
1/16/1952,4,1,-1,4,1,-1,1,-1
1/17/1952,3,0,-2,3,0,-2,0,-2
1/18/1952,6,3,2,6,3,2,3,2
1/19/1952,7,4,2,7,4,2,4,2
1/20/1952,3,2,1,3,2,1,2,1
1/21/1952,2,0,-2,2,0,-2,0,-2
1/22/1952,1,0,-1,1,0,-1,0,-1
1/23/1952,2,1,-1,2,1,-1,1,-1
1/24/1952,8,4,2,8,4,2,4,2
1/25/1952,11,7,2,11,7,2,7,2
1/26/1952,9,7,4,9,7,4,7,4
1/27/1952,14,9,4,14,9,4,9,4
1/28/1952,12,7,2,12,7,2,7,2
1/29/1952,12,8,4,12,8,4,8,4
1/30/1952,11,9,7,11,9,7,9,7
1/31/1952,11,8,6,11,8,6,8,6
2/01/1952,10,8,6,10,8,6,8,6
2/02/1952,9,7,5,9,7,5,7,5
2/03/1952,9,7,5,9,7,5,7,5
2/04/1952,10,7,4,10,7,4,7,4
2/05/1952,10,6,2,10,6,2,6,2
2/06/1952,11,7,3,11,7,3,7,3
2/07/1952,8,7,4,8,7,4,7,4
2/08/1952,10,7,3,10,7,3,7,3
2/09/1952,10,8,5,10,8,5,8,5
2/10/1952,15,10,5,15,10,5,10,5
2/11/1952,9,6,3,9,6,3,6,3
2/12/1952,6,3,1,6,3,1,3,1
2/13/1952,7,2,-2,7,2,-2,2,-2
2/14/1952,7,4,3,7,4,3,4,3
2/15/1952,5,3,2,5,3,2,3,2
2/16/1952,5,2,-1,5,2,-1,2,-1
2/17/1952,5,2,-1,5,2,-1,2,-1
2/18/1952,6,2,-1,6,2,-1,2,-1
2/19/1952,3,1,-1,3,1,-1,1,-1
2/20/1952,3,0,-2,3,0,-2,0,-2
2/21/1952,6,2,-2,6,2,-2,2,-2
2/22/1952,7,3,1,7,3,1,3,1
2/23/1952,9,6,3,9,6,3,6,3
2/24/1952,10,7,3,10,7,3,7,3
2/25/1952,9,7,6,9,7,6,7,6
2/26/1952,7,4,1,7,4,1,4,1
2/27/1952,8,3,-1,8,3,-1,3,-1
2/28/1952,6,1,-3,6,1,-3,1,-3
2/29/1952,6,4,2,6,4,2,4,2
3/01/1952,7,2,-2,7,2,-2,2,-2
3/02/1952,7,4,1,7,4,1,4,1
3/03/1952,6,4,3,6,4,3,4,3
3/04/1952,6,4,3,6,4,3,4,3
3/05/1952,8,4,1,8,4,1,4,1
3/06/1952,12,9,6,12,9,6,9,6
3/07/1952,12,7,3,12,7,3,7,3
3/08/1952,12,7,1,12,7,1,7,1
3/09/1952,8,7,5,8,7,5,7,5
3/10/1952,7,6,4,7,6,4,6,4
3/11/1952,8,4,2,8,4,2,4,2
3/12/1952,7,4,2,7,4,2,4,2
3/13/1952,7,5,3,7,5,3,5,3
3/14/1952,13,8,4,13,8,4,8,4
3/15/1952,13,8,4,13,8,4,8,4
3/16/1952,11,4,-1,11,4,-1,4,-1
3/17/1952,8,6,3,8,6,3,6,3
3/18/1952,7,3,0,7,3,0,3,0
3/19/1952,7,3,0,7,3,0,3,0
3/20/1952,8,5,2,8,5,2,5,2
3/21/1952,9,3,-2,9,3,-2,3,-2
3/22/1952,13,6,-2,13,6,-2,6,-2
3/23/1952,9,8,6,9,8,6,8,6
3/24/1952,10,9,7,10,9,7,9,7
3/25/1952,11,9,7,11,9,7,9,7
3/26/1952,11,9,7,11,9,7,9,7
3/27/1952,14,10,6,14,10,6,10,6
3/28/1952,7,6,4,7,6,4,6,4
3/29/1952,8,6,4,8,6,4,6,4
3/30/1952,7,4,1,7,4,1,4,1
3/31/1952,8,4,0,8,4,0,4,0
4/01/1952,12,7,3,12,7,3,7,3
4/02/1952,9,7,4,9,7,4,7,4
4/03/1952,12,7,3,12,7,3,7,3
4/04/1952,21,13,6,21,13,6,13,6
4/05/1952,20,13,6,20,13,6,13,6
4/06/1952,10,7,3,10,7,3,7,3
4/07/1952,11,4,-1,11,4,-1,4,-1
4/08/1952,12,6,-1,12,6,-1,6,-1
4/09/1952,17,10,3,17,10,3,10,3
4/10/1952,16,9,3,16,9,3,9,3
4/11/1952,13,10,7,13,10,7,10,7
4/12/1952,18,11,4,18,11,4,11,4
4/13/1952,10,9,8,10,9,8,9,8
4/14/1952,13,9,6,13,9,6,9,6
4/15/1952,15,9,2,15,9,2,9,2
4/16/1952,19,11,3,19,11,3,11,3
4/17/1952,21,13,6,21,13,6,13,6
4/18/1952,19,12,6,19,12,6,12,6
4/19/1952,9,8,6,9,8,6,8,6
4/20/1952,14,8,1,14,8,1,8,1
4/21/1952,18,9,1,18,9,1,9,1
4/22/1952,13,9,5,13,9,5,9,5
4/23/1952,19,10,2,19,10,2,10,2
4/24/1952,17,11,5,17,11,5,11,5
4/25/1952,17,11,6,17,11,6,11,6
4/26/1952,13,10,8,13,10,8,10,8
4/27/1952,12,9,7,12,9,7,9,7
4/28/1952,8,6,3,8,6,3,6,3
4/29/1952,14,7,0,14,7,0,7,0
4/30/1952,13,9,6,13,9,6,9,6
5/01/1952,11,7,3,11,7,3,7,3
5/02/1952,14,8,1,14,8,1,8,1
5/03/1952,13,8,4,13,8,4,8,4
5/04/1952,13,8,2,13,8,2,8,2
5/05/1952,13,8,3,13,8,3,8,3
5/06/1952,16,11,6,16,11,6,11,6
5/07/1952,18,12,6,18,12,6,12,6
5/08/1952,12,10,8,12,10,8,10,8
5/09/1952,18,12,7,18,12,7,12,7
5/10/1952,19,14,9,19,14,9,14,9
5/11/1952,18,14,10,18,14,10,14,10
5/12/1952,21,14,7,21,14,7,14,7
5/13/1952,15,12,9,15,12,9,12,9
5/14/1952,14,10,7,14,10,7,10,7
5/15/1952,17,12,7,17,12,7,12,7
5/16/1952,26,17,8,26,17,8,17,8
5/17/1952,27,19,11,27,19,11,19,11
5/18/1952,19,14,10,19,14,10,14,10
5/19/1952,15,12,9,15,12,9,12,9
5/20/1952,14,12,10,14,12,10,12,10
5/21/1952,15,12,9,15,12,9,12,9
5/22/1952,18,13,8,18,13,8,13,8
5/23/1952,19,13,8,19,13,8,13,8
5/24/1952,21,14,7,21,14,7,14,7
5/25/1952,18,13,8,18,13,8,13,8
5/26/1952,23,14,5,23,14,5,14,5
5/27/1952,26,18,9,26,18,9,18,9
5/28/1952,15,12,10,15,12,10,12,10
5/29/1952,16,12,8,16,12,8,12,8
5/30/1952,17,11,6,17,11,6,11,6
5/31/1952,14,11,8,14,11,8,11,8
6/01/1952,18,13,8,18,13,8,13,8
6/02/1952,22,15,8,22,15,8,15,8
6/03/1952,17,12,8,17,12,8,12,8
6/04/1952,21,17,13,21,17,13,17,13
6/05/1952,17,13,10,17,13,10,13,10
6/06/1952,19,14,9,19,14,9,14,9
6/07/1952,21,14,8,21,14,8,14,8
6/08/1952,23,16,8,23,16,8,16,8
6/09/1952,21,15,9,21,15,9,15,9
6/10/1952,16,12,8,16,12,8,12,8
6/11/1952,9,8,6,9,8,6,8,6
6/12/1952,16,9,3,16,9,3,9,3
6/13/1952,19,12,6,19,12,6,12,6
6/14/1952,17,12,7,17,12,7,12,7
6/15/1952,13,11,9,13,11,9,11,9
6/16/1952,14,12,10,14,12,10,12,10
6/17/1952,21,16,10,21,16,10,16,10
6/18/1952,22,16,10,22,16,10,16,10
6/19/1952,20,14,8,20,14,8,14,8
6/20/1952,17,13,10,17,13,10,13,10
6/21/1952,16,12,9,16,12,9,12,9
6/22/1952,18,13,9,18,13,9,13,9
6/23/1952,21,13,6,21,13,6,13,6
6/24/1952,22,14,8,22,14,8,14,8
6/25/1952,21,16,11,21,16,11,16,11
6/26/1952,20,14,9,20,14,9,14,9
6/27/1952,13,12,11,13,12,11,12,11
6/28/1952,18,14,12,18,14,12,14,12
6/29/1952,16,13,11,16,13,11,13,11
6/30/1952,19,16,12,19,16,12,16,12
7/01/1952,20,16,11,20,16,11,16,11
7/02/1952,22,15,8,22,15,8,15,8
7/03/1952,26,19,12,26,19,12,19,12
7/04/1952,19,16,11,19,16,11,16,11
7/05/1952,19,14,9,19,14,9,14,9
7/06/1952,23,16,8,23,16,8,16,8
7/07/1952,27,19,11,27,19,11,19,11
7/08/1952,31,22,14,31,22,14,22,14
7/09/1952,31,23,15,31,23,15,23,15
7/10/1952,30,21,13,30,21,13,21,13
7/11/1952,26,19,13,26,19,13,19,13
7/12/1952,23,18,13,23,18,13,18,13
7/13/1952,27,20,13,27,20,13,20,13
7/14/1952,31,22,14,31,22,14,22,14
7/15/1952,27,20,13,27,20,13,20,13
7/16/1952,21,16,12,21,16,12,16,12
7/17/1952,22,16,10,22,16,10,16,10
7/18/1952,22,16,9,22,16,9,16,9
7/19/1952,20,16,12,20,16,12,16,12
7/20/1952,17,14,12,17,14,12,14,12
7/21/1952,20,14,9,20,14,9,14,9
7/22/1952,16,13,11,16,13,11,13,11
7/23/1952,20,17,13,20,17,13,17,13
7/24/1952,21,17,12,21,17,12,17,12
7/25/1952,24,18,11,24,18,11,18,11
7/26/1952,24,17,10,24,17,10,17,10
7/27/1952,25,18,11,25,18,11,18,11
7/28/1952,26,18,11,26,18,11,18,11
7/29/1952,25,18,11,25,18,11,18,11
7/30/1952,27,18,10,27,18,10,18,10
7/31/1952,23,17,12,23,17,12,17,12
8/01/1952,23,17,11,23,17,11,17,11
8/02/1952,26,18,11,26,18,11,18,11
8/03/1952,31,22,14,31,22,14,22,14
8/04/1952,33,23,14,33,23,14,23,14
8/05/1952,19,16,13,19,16,13,16,13
8/06/1952,23,18,13,23,18,13,18,13
8/07/1952,18,16,13,18,16,13,16,13
8/08/1952,27,21,14,27,21,14,21,14
8/09/1952,31,22,14,31,22,14,22,14
8/10/1952,26,19,13,26,19,13,19,13
8/11/1952,29,20,11,29,20,11,20,11
8/12/1952,31,22,13,31,22,13,22,13
8/13/1952,22,17,13,22,17,13,17,13
8/14/1952,19,17,14,19,17,14,17,14
8/15/1952,19,16,13,19,16,13,16,13
8/16/1952,21,17,13,21,17,13,17,13
8/17/1952,20,16,11,20,16,11,16,11
8/18/1952,17,14,12,17,14,12,14,12
8/19/1952,21,16,10,21,16,10,16,10
8/20/1952,22,16,10,22,16,10,16,10
8/21/1952,23,16,9,23,16,9,16,9
8/22/1952,19,17,14,19,17,14,17,14
8/23/1952,21,16,10,21,16,10,16,10
8/24/1952,19,15,11,19,15,11,15,11
8/25/1952,18,15,12,18,15,12,15,12
8/26/1952,20,16,11,20,16,11,16,11
8/27/1952,21,14,8,21,14,8,14,8
8/28/1952,23,16,8,23,16,8,16,8
8/29/1952,20,16,11,20,16,11,16,11
8/30/1952,23,16,9,23,16,9,16,9
8/31/1952,22,16,9,22,16,9,16,9
9/01/1952,27,19,12,27,19,12,19,12
9/02/1952,26,18,11,26,18,11,18,11
9/03/1952,22,17,13,22,17,13,17,13
9/04/1952,22,14,7,22,14,7,14,7
9/05/1952,18,14,10,18,14,10,14,10
9/06/1952,16,14,12,16,14,12,14,12
9/07/1952,17,13,9,17,13,9,13,9
9/08/1952,14,11,9,14,11,9,11,9
9/09/1952,15,11,7,15,11,7,11,7
9/10/1952,18,11,4,18,11,4,11,4
9/11/1952,19,12,5,19,12,5,12,5
9/12/1952,18,15,11,18,15,11,15,11
9/13/1952,19,12,5,19,12,5,12,5
9/14/1952,23,16,8,23,16,8,16,8
9/15/1952,22,14,6,22,14,6,14,6
9/16/1952,21,14,7,21,14,7,14,7
9/17/1952,23,16,9,23,16,9,16,9
9/18/1952,26,19,11,26,19,11,19,11
9/19/1952,24,18,13,24,18,13,18,13
9/20/1952,26,19,13,26,19,13,19,13
9/21/1952,31,21,10,31,21,10,21,10
9/22/1952,29,19,10,29,19,10,19,10
9/23/1952,25,18,10,25,18,10,18,10
9/24/1952,18,14,11,18,14,11,14,11
9/25/1952,17,13,10,17,13,10,13,10
9/26/1952,17,13,10,17,13,10,13,10
9/27/1952,19,16,12,19,16,12,16,12
9/28/1952,20,14,8,20,14,8,14,8
9/29/1952,19,14,9,19,14,9,14,9
9/30/1952,19,16,12,19,16,12,16,12
10/01/1952,18,14,10,18,14,10,14,10
10/02/1952,23,16,8,23,16,8,16,8
10/03/1952,21,14,8,21,14,8,14,8
10/04/1952,23,16,9,23,16,9,16,9
10/05/1952,24,15,6,24,15,6,15,6
10/06/1952,26,16,6,26,16,6,16,6
10/07/1952,22,14,6,22,14,6,14,6
10/08/1952,18,14,11,18,14,11,14,11
10/09/1952,16,13,11,16,13,11,13,11
10/10/1952,17,13,9,17,13,9,13,9
10/11/1952,17,13,10,17,13,10,13,10
10/12/1952,18,13,8,18,13,8,13,8
10/13/1952,16,12,8,16,12,8,12,8
10/14/1952,19,13,7,19,13,7,13,7
10/15/1952,20,11,2,20,11,2,11,2
10/16/1952,17,10,4,17,10,4,10,4
10/17/1952,18,12,7,18,12,7,12,7
10/18/1952,19,12,5,19,12,5,12,5
10/19/1952,18,14,12,18,14,12,14,12
10/20/1952,16,13,10,16,13,10,13,10
10/21/1952,15,13,11,15,13,11,13,11
10/22/1952,11,11,10,11,11,10,11,10
10/23/1952,16,13,10,16,13,10,13,10
10/24/1952,16,13,9,16,13,9,13,9
